app_name,publisher,platform,source_kind,source_url,niche,keyword,rank_position,category,rating,review_count,pricing_type,iap_present,subscription_present,core_features,retention_mechanics,personalization_tags,audience_tags,monetization_notes,collected_at,evidence_quality
"ElectroFix Simulator","","pc","steam_search","https://store.steampowered.com/app/4194550/ElectroFix_Simulator/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","7","","","","฿214.97","","","","","","","Steam listed price: ฿214.97","2026-05-31T01:48:41.145Z","medium"
"Just Sleep - Meditate, Focus, Relax","","pc","steam_search","https://store.steampowered.com/app/1093150/Just_Sleep__Meditate_Focus_Relax/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","8","","","","฿45.00","","","","","","","Steam listed price: ฿45.00","2026-05-31T01:48:41.145Z","medium"
"Dream on","","pc","steam_search","https://store.steampowered.com/app/3659920/Dream_on/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","9","","","","Free","","","","","","","Steam listed price: Free","2026-05-31T01:48:41.145Z","medium"
"Sunlight","","pc","steam_search","https://store.steampowered.com/app/1451120/Sunlight/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","10","","","","฿85.00","","","","","","","Steam listed price: ฿85.00","2026-05-31T01:48:41.145Z","medium"
"终极功德模拟器 | Zen Simulator","","pc","steam_search","https://store.steampowered.com/app/2377780/__Zen_Simulator/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","11","","","","฿23.50","","","","","","","Steam listed price: ฿23.50","2026-05-31T01:48:41.145Z","medium"
"Cultivation Realm: Card Survival","","pc","steam_search","https://store.steampowered.com/app/2921670/Cultivation_Realm_Card_Survival/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","12","","","","","","","","","","","","2026-05-31T01:48:41.145Z","medium"
"Waking","","pc","steam_search","https://store.steampowered.com/app/1068600/Waking/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","13","","","","฿400.00","","","","","","","Steam listed price: ฿400.00","2026-05-31T01:48:41.145Z","medium"
"Winning Love by Daylight [Ep 1+2]","","pc","steam_search","https://store.steampowered.com/app/1799180/Winning_Love_by_Daylight_Ep_12/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","14","","","","฿85.00","","","","","","","Steam listed price: ฿85.00","2026-05-31T01:48:41.145Z","medium"
"Yet Another World","","pc","steam_search","https://store.steampowered.com/app/411740/Yet_Another_World/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","15","","","","฿119.00","","","","","","","Steam listed price: ฿119.00","2026-05-31T01:48:41.145Z","medium"
"Cosmonautica","","pc","steam_search","https://store.steampowered.com/app/320340/Cosmonautica/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","16","","","","฿219.00","","","","","","","Steam listed price: ฿219.00","2026-05-31T01:48:41.145Z","medium"
"Cultivation Legend","","pc","steam_search","https://store.steampowered.com/app/4618670/Cultivation_Legend/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","17","","","","","","","","","","","","2026-05-31T01:48:41.145Z","medium"
"Whispers of the sands","","pc","steam_search","https://store.steampowered.com/app/2703140/Whispers_of_the_sands/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","18","","","","","","","","","","","","2026-05-31T01:48:41.146Z","medium"
"Alpenglow","","pc","steam_search","https://store.steampowered.com/app/4240560/Alpenglow/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","19","","","","","","","","","","","","2026-05-31T01:48:41.146Z","medium"
"Wish","","pc","steam_search","https://store.steampowered.com/app/4390940/Wish/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","20","","","","","","","","","","","","2026-05-31T01:48:41.146Z","medium"
"ASMR LIGHTness - Light painting Soundtrack","","pc","steam_search","https://store.steampowered.com/app/1594820/ASMR_LIGHTness__Light_painting_Soundtrack/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","21","","","","","","","","","","","","2026-05-31T01:48:41.146Z","medium"
"Mindful Ways","","pc","steam_search","https://store.steampowered.com/app/2531760/Mindful_Ways/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","22","","","","Free","","","","","","","Steam listed price: Free","2026-05-31T01:48:41.146Z","medium"
"Tai Chi Like","","pc","steam_search","https://store.steampowered.com/app/3907660/Tai_Chi_Like/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","23","","","","Free","","","","","","","Steam listed price: Free","2026-05-31T01:48:41.146Z","medium"
"Exhale XR - Sleep - Guided Sleep Aid","","pc","steam_search","https://store.steampowered.com/app/2114733/Exhale_XR__Sleep__Guided_Sleep_Aid/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","24","","","","฿45.00","","","","","","","Steam listed price: ฿45.00","2026-05-31T01:48:41.146Z","medium"
"Satori Sounds VR","","pc","steam_search","https://store.steampowered.com/app/779120/Satori_Sounds_VR/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","26","","","","฿99.00","","","","","","","Steam listed price: ฿99.00","2026-05-31T01:48:41.146Z","medium"
"Moving Letters Soundtrack","","pc","steam_search","https://store.steampowered.com/app/1436020/Moving_Letters_Soundtrack/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","27","","","","฿10.50","","","","","","","Steam listed price: ฿10.50","2026-05-31T01:48:41.146Z","medium"
"Exhale XR | VR Wellness","","pc","steam_search","https://store.steampowered.com/app/2014990/Exhale_XR__VR_Wellness/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","28","","","","฿95.00","","","","","","","Steam listed price: ฿95.00","2026-05-31T01:48:41.146Z","medium"
"Ding!","","pc","steam_search","https://store.steampowered.com/app/3725520/Ding/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","29","","","","฿47.00","","","","","","","Steam listed price: ฿47.00","2026-05-31T01:48:41.146Z","medium"
"A Lullaby of Colors VR","","pc","steam_search","https://store.steampowered.com/app/992960/A_Lullaby_of_Colors_VR/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","30","","","","฿99.00","","","","","","","Steam listed price: ฿99.00","2026-05-31T01:48:41.146Z","medium"
"Anagrams Soundtrack","","pc","steam_search","https://store.steampowered.com/app/1548140/Anagrams_Soundtrack/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","31","","","","฿115.00","","","","","","","Steam listed price: ฿115.00","2026-05-31T01:48:41.146Z","medium"
"soundStrider","","pc","steam_search","https://store.steampowered.com/app/1283450/soundStrider/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","32","","","","฿23.00","","","","","","","Steam listed price: ฿23.00","2026-05-31T01:48:41.146Z","medium"
"Out of Time","","pc","steam_search","https://store.steampowered.com/app/4341560/Out_of_Time/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","33","","","","฿330.00","","","","","","","Steam listed price: ฿330.00","2026-05-31T01:48:41.146Z","medium"
"Paper Dawn: Slumbering wind","","pc","steam_search","https://store.steampowered.com/app/4151810/Paper_Dawn_Slumbering_wind/?snr=1_7_7_151_150_1","mindfulness","sleep meditation","34","","","","฿17.25","","","","","","","Steam listed price: ฿17.25","2026-05-31T01:48:41.146Z","medium"
